,price
49910,79999
30493,24950
40362,27500
41367,19500
33287,10600
34986,32500
53989,8500
30490,60500
10636,18900
36815,16600
16026,49900
12776,11995
3962,57500
51728,8999
26828,9450
47807,54000
34425,26800
3422,45985
8935,41995
10387,11499
46249,54000
12276,8450
2183,7500
32564,27500
2994,45999
2351,15000
31846,59995
7695,50999
53033,17500
54233,16000
41009,28500
28008,15000
40174,12000
21911,24900
52930,67250
8870,24900
39011,20900
37947,28300
31842,39900
23551,30500
18024,42000
6591,14250
31540,16370
52099,3750
48650,22995
20852,43500
5007,37900
27580,14500
48234,27500
41794,50500
19582,18900
1796,34999
864,27000
51520,53900
42449,33000
38166,25000
14290,22000
41532,36000
25082,25900
7129,27500
34788,5000
52760,11200
23191,16900
1877,12000
24954,16995
6898,24995
16771,55655
25836,5500
5030,44850
22825,62999
987,35000
37809,41000
19130,22995
12316,15000
37162,12750
54022,28900
8797,36500
3865,15900
21370,15990
42242,38880
41004,23599
11328,17500
51345,21495
28429,22500
2969,19000
3967,5000
33547,27000
12701,17000
15992,22995
16576,3950
15805,57000
51070,33000
24842,4400
22427,8750
44827,15397
51508,47999
31157,55000
22822,33000
28676,52590
8315,34000
41411,18500
13428,39900
17313,4900
3118,67000
11404,29895
22329,57352
49749,35000
11901,46900
14491,26499
2904,46900
24618,11995
49016,50000
41028,4700
42945,45000
22791,74000
12916,12500
47371,33333
31924,19996
9285,3900
42463,21865
32299,9750
18154,53000
12358,62500
44064,45950
3186,43000
31278,7700
35526,10998
51139,67500
37592,3900
3012,34900
36866,16000
20520,3850
17271,32000
31082,59500
1313,57000
4555,21500
606,26485
44858,39999
44731,26000
43392,45000
49570,13500
25573,36880
24652,23000
32428,26000
49897,78000
10518,36999
14914,3000
26810,19795
49793,61500
2326,29800
21691,25000
760,20708
18673,13895
49251,7858
9065,5000
25765,8995
960,17800
36792,43500
27986,48500
32963,6500
9906,7000
6838,65000
52387,32999
43874,16995
37492,19900
19617,45000
52546,40999
11682,38322
9103,10900
50599,72999
44065,26000
36945,17900
4163,15500
7649,22000
5287,8000
13057,15599
36103,86500
4811,5990
2144,7500
1386,21500
26609,28300
44955,65000
36259,71400
9100,20900
51418,15500
34620,10995
8079,36791
12906,51750
13867,40000
26461,26500
46800,11250
33487,18000
48810,14500
28305,28890
38995,10200
35199,14500
53923,12433
40276,19000
47432,30000
295,19500
9895,16700
35302,59750
31560,5995
24331,68000
14988,28750
12419,44990
26270,44950
33131,37000
28300,32000
42367,86900
7919,15995
34946,7900
32401,9995
39068,22999
6512,19000
45593,24900
11456,6880
17763,30000
10819,22800
31325,27875
42882,46500
14693,15999
17842,16000
52662,10000
5854,69900
52750,14950
32085,27500
4451,29500
15732,4000
16024,51000
30952,39500
18459,41885
40836,16000
28785,27899
39254,25000
31287,31000
11916,29500
24799,34000
23285,35645
7077,3000
41855,64000
9236,11500
6194,6900
53134,10500
33246,57900
48258,29995
54071,12990
8117,6699
13436,49500
41453,5100
17143,57000
5294,21000
6764,12500
10076,21000
12390,19600
30673,37500
38548,17000
19527,55600
15975,54500
32373,24999
47927,35000
43971,17999
41862,56000
29086,46999
29855,6750
36949,47000
15724,12900
7465,12000
15931,37900
37339,27500
10610,12999
22026,5750
49384,30499
53816,15495
42099,16900
10711,23500
30966,18500
49461,46900
19940,54000
4563,44999
20446,36500
2260,32750
19599,10000
53663,8500
42145,9100
3622,60999
35706,33000
26858,15000
21791,21900
19355,37950
37342,36995
20181,25900
13035,7100
10343,6499
36261,72777
33308,78000
22597,13800
23977,13999
7399,89750
54078,24995
35600,24900
36367,12000
6193,36500
6223,6500
9629,22500
44677,22999
13828,22000
9731,74000
862,19995
3966,10500
47963,6500
44481,14900
40232,3750
17201,18500
50301,7500
18354,24950
2792,30000
36739,47500
31549,3500
32463,11400
12678,23599
11569,31000
16441,22000
42058,13888
34183,20470
48687,34700
37819,50000
43546,23500
23333,13888
9033,26900
14050,38005
16543,25800
21960,47900
49444,48000
16832,45000
27762,41500
53610,65000
18014,4900
30609,63500
2579,24950
40895,44900
41389,20000
29722,39990
42249,15900
27383,22450
10192,46995
22405,50000
13498,16000
16657,41500
4159,63500
45397,30500
30692,38700
11118,9100
25829,13999
4824,16900
51269,19470
14683,41000
6096,19975
41967,39995
10572,73000
34740,52590
39056,15450
45516,30000
6553,44850
24213,47000
18192,75000
28955,9000
16338,14000
22253,19500
11896,12000
28949,10400
45777,2300
8296,75499
24483,12500
328,3900
8781,6900
18017,30000
20849,7700
25531,52999
22206,69995
44184,2500
4153,39500
16735,62595
42926,18999
28404,18000
4827,5500
49615,28000
11113,14900
36336,7300
901,7300
11728,40500
17592,50000
44397,48149
44838,24900
17007,10750
7365,37500
24743,18000
46519,15500
9194,19800
36798,33000
33952,69000
49656,16900
51459,17800
32483,44870
43166,12000
47066,47000
29759,78000
52077,56000
40221,35000
46504,16000
47799,18688
45191,40000
39498,42388
21632,33500
7351,12000
6905,30089
3388,31450
10085,27499
4726,35387
14245,12500
16967,10400
51299,84999
12511,22000
264,47500
53425,10500
13921,59999
28520,59000
31130,37000
34221,50000
37081,12000
26961,25000
38083,51500
20554,41000
47071,26000
4235,32500
27541,43500
8715,64990
25816,20900
11112,31300
36491,20499
52726,67000
52196,23000
10146,36000
37121,41000
28084,38500
4393,6999
31042,19500
32675,27000
16275,27900
43025,44000
42864,14500
30643,18000
50370,68495
2646,55000
3709,26125
8021,29999
53516,41999
21469,51800
31580,15500
21085,6950
17478,29950
45939,24500
12122,42000
32140,25999
11070,36500
20100,35000
22918,85500
26118,6500
45156,6500
9603,16000
10851,74500
49239,33900
7252,42995
52440,59900
29126,36500
22801,68995
48864,17000
33922,26900
32241,49000
31187,76000
37792,7200
24532,30500
30308,61900
386,69995
26066,38500
12531,44999
18546,29500
29137,30500
38127,21900
52757,9900
14038,19000
39382,32000
1955,39500
20909,22800
50288,52000
43515,9800
48936,59203
50803,16000
23942,5499
12697,12500
28522,13000
10892,14995
52434,7900
43569,45999
18563,18000
28363,12500
45883,35750
19111,59800
53781,9995
696,67000
6421,38000
44204,20995
51361,28500
41669,17500
293,19500
49428,3000
9000,40500
20629,18400
30691,26125
8367,28500
34398,55000
51082,10995
35134,29000
1232,15000
21848,72000
7515,19500
11343,9500
36484,34000
41230,17000
37772,24000
6619,15000
16145,5900
21002,25500
37812,35500
18788,48000
30242,43000
5909,4000
25405,6999
13080,25221
23447,20999
1654,50000
20325,30490
4628,73900
13154,25000
42093,41400
24712,30000
24300,8300
30726,80300
97,36000
36586,22888
41144,52000
46039,34000
42315,13000
17673,29800
23279,30000
29575,21400
46940,25000
48139,22500
27392,15499
21646,73000
17919,32000
9268,45000
9642,55000
52260,16000
20246,8250
41883,47000
27244,33500
36806,38000
14006,55000
26418,36995
22539,39900
10677,32000
3066,72900
2087,32500
21594,46500
12370,51074
52540,20000
37283,14900
33774,9900
46556,31000
45169,10995
2548,75500
27886,4300
26503,12999
16614,15000
42398,24950
31596,19600
24246,8250
8361,13500
17884,32500
39972,48000
24458,15000
12802,42950
35471,9500
10522,40950
31460,28000
21498,68000
7190,3000
45615,37500
41870,17900
25071,13500
4997,23000
8222,9499
12015,12000
44440,25307
14265,36999
42279,26450
828,69900
38659,25000
10620,19000
22155,17900
849,46900
13557,42000
34869,15500
8758,76000
6986,51000
3181,65990
42591,37000
40080,11000
49950,73000
10717,26691
6290,24950
318,33600
8379,28300
2837,48000
20267,37000
54034,27500
4625,32455
5989,43500
49154,14500
20599,57500
29049,26500
53230,5800
32757,19900
30003,33600
11618,33000
31869,7700
6358,22450
24294,59900
46223,8500
40400,15900
22657,40000
7267,43500
45867,11999
16853,21000
22420,29000
29349,17777
42833,26800
3849,20000
30091,26000
35937,18400
2851,8500
39480,54000
36223,6500
43313,36000
1596,29000
23667,5700
36770,20997
20227,65688
52285,30000
34936,74995
11629,13500
27203,24000
48165,12999
15221,18900
7149,45999
18071,37000
6277,51750
19961,68000
42695,48500
43565,62500
49917,19500
26811,53000
11705,42995
2208,32850
11975,27000
6047,11800
6328,73000
28683,6000
18148,46995
49645,29000
31699,50000
26581,16499
50858,9650
50047,53500
31091,55000
32256,9999
15404,27000
15863,50000
41527,3850
37961,19950
11358,18995
46140,14000
6054,73500
14072,35200
2098,73000
17209,31000
6279,2800
5483,26999
38347,38500
12003,12800
28289,42000
5425,38500
12509,12900
25050,11500
20925,23995
44834,5500
51047,21990
53545,16995
27604,18955
9396,19000
46594,7000
17607,24000
25121,47999
24867,14800
50220,78900
9987,9500
50645,5100
37369,54999
18095,26000
40112,10900
25204,31900
1025,4500
53135,41000
20594,47500
13167,50000
7709,15900
27136,12000
43003,76500
17190,58000
53295,47645
20237,33687
46522,25650
47465,7995
16473,12000
2957,44870
36356,48000
38992,32000
16785,15900
30935,29999
50558,35000
45278,47500
11240,22800
49791,13500
54149,49995
9768,25000
16248,43900
5284,61000
41358,46000
31822,28000
16179,6699
37672,15000
26017,26500
28686,16490
35085,10900
37528,42800
18454,62450
37183,12000
51876,41250
14507,37500
42134,5999
13374,45000
36059,57500
10186,15500
23855,20500
13853,34600
8418,26999
40583,84500
45092,35900
40683,24000
38181,29500
51731,12500
45264,22500
5612,25999
4977,14490
24720,49999
36767,36900
11504,11800
31899,7900
18866,53950
20576,17000
11670,31000
43207,51900
37523,75000
8264,28991
28173,85000
51740,14900
43615,4200
37666,12000
6814,47500
36734,25000
43428,11500
16195,17700
43682,68900
52532,13000
7877,18000
20637,4500
50597,71995
1075,36000
53129,12750
53951,23800
33640,7999
23147,18000
21497,49900
4582,44900
32150,69000
53534,25625
9722,17000
3828,12900
15307,29000
22555,16900
3651,51700
23905,49500
14699,17800
11603,25500
13363,34000
40455,24900
36839,22500
46718,49995
41074,5000
48064,21000
6680,46500
3219,5500
37995,16750
9166,57480
36213,9985
15222,37500
10790,44900
1812,40500
35619,24000
30937,38000
6087,53800
29625,62000
47536,8200
2160,12000
37912,39900
35258,47500
10934,47500
29189,45855
24359,29895
27125,3900
46306,21999
3956,49999
20949,67800
20054,20000
12627,29500
50632,28000
33871,26900
49782,36995
24464,19900
15195,47000
46664,41250
21945,25500
35367,45000
4615,13490
27952,87500
7093,7750
5423,33000
29224,68500
35211,21999
2963,33000
31834,13999
44405,29255
41113,32500
23024,12000
11791,4300
53159,65000
37189,15900
16411,26125
5099,52500
39456,15995
25645,11499
42551,5000
16283,13750
15004,32300
3341,24000
27533,29990
53150,34000
37555,76000
36220,36000
3684,11500
5412,60894
19738,40000
32951,3900
47368,24500
25942,41400
31013,24000
46552,31000
8320,32000
30245,19500
38681,17500
1927,17500
39013,7900
38853,44900
22066,14200
27303,20784
30527,18000
32439,3900
42996,10995
38180,12500
44990,55000
50518,44870
20067,13000
31435,10500
43738,60500
27612,14500
46464,65000
12530,6900
18242,15000
53830,7000
30601,14945
3900,64900
20832,39100
31971,38500
48510,43000
10338,16500
6777,59000
4320,16500
4499,73300
51913,59800
52079,18000
26087,7850
38085,8900
15472,22500
10330,12500
41103,35500
32601,32000
18544,14900
14178,12000
22507,45000
24077,27000
9770,12990
2637,52000
50496,8500
4522,26500
48926,32750
6116,69000
53068,78999
31095,37900
19008,8000
26032,39000
4017,6250
4586,15900
13917,15000
15598,51999
35900,7000
32190,24991
42829,19800
28929,12400
48476,61500
3719,12500
32713,21000
8482,34995
26999,8100
35609,82150
39842,19190
12469,32000
36269,14750
52063,87500
31520,20000
27222,69000
24086,22000
32680,82000
49710,10999
28779,61500
27234,67000
13667,16995
23538,37899
9525,4399
5810,6750
29903,13999
13174,12990
51685,60000
2554,26500
45231,69500
6466,16999
44641,32500
5452,19000
17676,10500
36843,26999
14318,43999
10498,40000
34695,5000
12612,7800
41955,72000
41540,26545
7963,11000
11078,6500
46887,44500
42657,35800
27430,32500
45597,14999
16129,57000
7335,37500
47215,10900
17069,48600
13755,45000
10869,7850
30668,21500
32508,15999
2142,43550
11930,3990
22766,11499
27974,29000
48914,38000
20610,13300
3031,25221
33157,8900
52813,81500
35078,3200
27910,59335
12577,39985
32818,17000
40644,29000
10452,20000
9440,15499
54102,39860
43592,20500
19682,27500
41725,51000
52001,15400
34410,53500
9128,42950
40365,19950
44490,24900
40954,27500
26160,4900
26658,55999
12651,25000
1014,7500
8960,46500
10147,46995
40902,36000
13852,58000
44334,5499
25473,26000
52732,41900
45710,69995
25434,35387
40263,12000
18572,12500
3023,46105
52198,28700
34948,19500
12417,49500
53204,6995
25976,11000
44486,60000
49138,20900
15005,13800
50542,3000
414,21000
52667,22999
49622,38900
49872,32850
8965,20000
9468,31000
24713,59203
25398,67000
38893,37000
7895,60000
42413,6000
41410,36900
42535,28900
25362,53900
31479,55000
30775,12000
25898,46500
12098,12000
1535,12000
25478,47350
20755,20500
22471,30000
13058,43500
15825,6000
23048,16000
27965,27899
26078,21500
6360,21500
10260,10500
11850,45899
3108,24900
16302,16900
961,26900
40643,38500
9262,11495
44541,13000
47747,54000
4775,63500
11511,70000
11372,44800
12364,40500
17679,22500
53702,24000
51721,24999
50275,35000
36071,18000
14521,10500
29052,11600
23149,20995
30115,39000
6787,24900
33256,14000
38341,6250
8585,45000
6895,29500
24855,15500
45488,21000
38852,38000
3111,13700
26097,34900
19415,32063
29655,19995
29735,66500
30974,41000
39683,59500
50160,32000
11575,41329
29292,7999
11123,55000
32507,5500
44798,13310
50245,12000
14672,67900
37291,49900
11125,54900
11560,74900
19602,23950
47748,18750
33689,56500
24047,18051
12082,46900
12307,12950
23133,78499
26678,18000
22554,25500
35560,6900
51222,33242
27332,39244
44426,69500
35198,15100
19412,69000
51029,31900
9311,50000
23829,36990
11877,42000
53393,62000
22807,25500
18502,6399
37697,48900
7003,17000
51010,4000
47208,21500
29217,38500
2716,8500
14125,56000
35392,33172
51921,20900
279,35999
32477,33000
42628,31950
12428,15000
52123,7500
16043,30775
38072,12000
47274,73000
45295,54500
17962,26500
14527,49500
53730,15900
39286,21000
47137,71400
33946,28500
15415,44800
8893,45000
20569,8900
16675,81500
31450,50000
401,9950
29553,67000
32940,8999
48784,31900
23918,35000
6123,73000
27264,25999
27058,58500
46245,24950
4141,34918
34006,26450
3505,42000
12485,24900
26170,41500
20994,43500
47346,7900
15753,9500
39679,28750
45544,37000
17139,36500
33297,38000
38862,23500
43055,17500
4442,42500
39942,29000
24605,6399
35352,18000
16803,17900
4494,20000
25834,13000
22514,15900
981,14980
14027,19900
44759,48950
38290,21495
52967,14000
33603,20995
47303,12950
1198,23000
542,55000
25241,32850
37895,7599
10230,58500
29070,55999
39824,54999
32965,8900
38613,18400
52207,85989
801,7500
42801,12350
39358,36999
37799,8450
49296,85989
1571,9875
10770,25000
6812,30900
51255,16500
35051,16500
34129,5900
49358,49950
12104,10000
50491,10200
34764,6500
52869,43500
47926,72900
23243,9450
44028,74900
36472,17500
25202,33000
34237,4000
7489,46999
15300,14900
43114,75000
28118,22500
44244,8500
48521,24999
7711,13250
52126,25000
49848,19900
48875,29950
25127,31599
6570,68000
37999,31950
3784,69995
18939,13000
34957,64000
42215,72900
3732,12500
18001,13999
16862,46900
24915,3500
24367,29999
31843,45000
41754,7300
36822,33500
42900,12500
44669,5800
23775,30500
29802,8999
49285,6000
33262,16500
1277,38500
35494,39848
9429,18500
52633,51500
36384,75000
48396,17000
8941,33500
19563,23500
38162,8250
44493,28895
35384,5990
46380,28499
53133,6000
32584,27500
42161,3850
31635,40000
29953,32600
17577,9950
39030,49999
19520,8500
8523,34999
33641,8500
9593,28000
18581,13000
35821,6500
36557,53900
32916,18000
21347,7000
9884,34999
51645,48000
16444,19900
34080,50900
29301,39860
22898,37000
45732,21900
28438,27500
10459,51000
11588,17999
23051,15000
51303,44249
17908,48500
45891,24500
32009,19500
46821,15000
53249,14250
20940,10999
17563,73000
995,37405
4079,7500
36985,18500
54108,19999
33799,22800
18841,5900
25795,16995
3907,7000
25097,26000
27694,43000
33181,52500
29563,71999
30533,24999
4164,23000
44855,14900
47291,22000
6697,6950
13594,3850
17232,25900
38790,21000
52664,49700
46729,14500
45728,13000
52597,14500
48324,7500
2633,15000
27763,34000
4532,77430
14862,66500
25683,19500
32465,54000
15882,15300
27436,5500
50484,42700
5410,36000
3741,27000
21007,4700
36784,39500
15267,69900
53790,56000
12994,9000
51723,25221
5644,65000
19518,15400
17474,18999
40516,46500
49087,22500
11605,19999
54065,22999
52272,17900
53401,49500
646,59980
26014,22500
40661,14250
2003,7700
8075,38000
32503,27499
40554,11500
24007,22000
13728,48000
52249,19000
53775,30890
10065,27500
20877,9875
44260,12400
45096,53900
28933,21000
28089,4300
30760,8999
7661,64600
30433,60200
11719,47500
16518,6730
11788,28999
44667,44900
16957,36000
15320,40000
44165,7500
29466,36995
32215,51000
45121,34000
51101,11800
42020,30500
44732,47500
10767,57500
52531,16500
704,35000
7368,64683
27671,14995
3745,18200
37217,19000
13521,3500
46328,5800
13777,31000
16410,70999
14568,19995
44215,13500
20530,4999
43732,39000
44115,38999
41066,6950
10982,28500
16341,18900
25482,21000
11186,24995
53457,7500
36532,11600
24417,76000
3130,27500
49697,13000
291,17999
28364,25987
31272,32000
41110,24500
11479,15999
34549,32250
21372,37499
31193,17000
9095,73000
42530,33900
48606,8500
24761,25900
1875,13250
47009,31000
19231,11900
29693,15900
47172,13000
7671,39990
40623,15900
29785,11498
47632,32500
18746,69500
29154,34000
47456,12449
49119,24000
46588,20000
48706,29994
17394,34000
33451,69685
30667,27671
22146,4000
22138,20000
45553,37000
49819,26500
15656,53600
21955,15100
33853,52000
30979,29000
21310,33800
22496,40100
33226,34000
2097,26900
41507,25221
21447,65000
50423,77500
841,69790
16282,7900
15952,46995
43082,25500
433,81500
3390,35000
36977,44400
41108,10900
45063,39995
22742,12500
29837,12980
2712,19999
13393,47500
12616,31500
27805,23500
3395,42500
25783,67000
24763,18500
51949,19000
45709,15000
49902,34900
35642,75000
10795,29182
10202,19000
4759,3000
46144,10500
10697,15500
9329,7500
45510,15999
53762,52590
51437,15495
11906,43449
9762,59400
8537,13000
18531,26990
